Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
11.90999181,-13.63749981,33.61249924,9.650000572
11.92005963,-13.48750019,33.91250229,8.412500381
11.93013041,-13.48750019,34.66250229,6.724999905
11.94020239,-13.1875,35.25,5.650000095
11.95026858,-13.1875,35.54999924,4.4375
11.96033041,-12.58750057,34.65000153,3.174999952
11.97039754,-12.01249981,34.5,2.412500143
11.980464,-12.3125,35.25,2.424999952
11.99052937,-12.4375,34.65000153,2.5625
12.00059754,-12.3125,34.65000153,2.875
12.010669,-12.01249981,35.22500229,3.200000048
12.02073848,-12.02500057,35.67499924,3.362499952
12.03080364,-11.44999981,35.8125,3.987499952
12.04086957,-11.0,36.11249924,4.925000191
12.05093733,-10.41250038,36.23749924,4.775000095
12.06100384,-9.400000572,36.375,5.712500095
12.07107093,-8.525000572,36.65000153,6.200000286
12.08113463,-7.787499905,37.10000229,5.425000191
12.09120103,-7.487500191,36.95000076,5.275000095
12.10126593,-7.337500095,36.79999924,5.275000095
12.11133327,-6.462500095,36.9375,5.75
12.12139723,-6.325000286,37.08750153,6.0625
12.1314627,-6.175000191,37.21250153,5.762500286
12.14152812,-5.450000286,37.0625,5.912499905
12.15159244,-4.862500191,37.35000229,5.9375
12.16165806,-4.712500095,37.35000229,6.087500095
12.17172197,-3.837500095,37.77500153,5.787499905
12.1817864,-3.387500048,37.77500153,5.800000191
12.19184916,-2.650000095,37.17499924,5.950000286
12.20191395,-1.487500072,37.76250076,6.275000095
12.21197869,-1.1875,38.03750229,6.912499905
12.22204437,-0.3125,37.16250229,6.737500191
12.23210968,0.137500003,36.86249924,6.587500095
12.24217515,-0.01250000019,37.13750076,7.0625
12.25223957,-0.02500000037,37.28750229,7.525000095
12.26230707,1.0,37.875,7.375
12.27237239,1.149999976,37.57500076,7.375
12.28243916,0.5749999881,37.28750229,8.0
12.29250421,0.4250000119,36.83750153,7.825000286
12.3025726,0.4250000119,36.83750153,8.125
12.31263879,-0.02500000037,36.83750153,9.6875
12.32270062,-0.8874999881,36.26250076,9.962500572
12.33276265,-1.1875,36.5625,10.4375
12.34282473,-1.787500024,37.01250076,11.52500057
12.35288858,-2.799999952,36.27500153,11.80000019
12.36295155,-4.137500286,35.41250229,12.08750057
12.37301806,-5.012500286,35.71250153,13.0
12.38308536,-5.900000095,35.73749924,13.625
12.39315405,-7.212500095,35.60000229,14.22500038
12.40322166,-7.787499905,35.0,14.52500057
12.41329265,-8.525000572,34.4375,14.5
12.42336181,-9.275000572,34.875,15.125
12.43343431,-10.58750057,34.88750076,15.57499981
12.44350348,-11.16250038,34.61249924,15.72500038
12.45357077,-11.76249981,34.61249924,15.875
12.46363536,-12.35000038,34.02500153,15.85000038
12.47370265,-13.21250057,33.45000076,16.13750076
