"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.149490463E0,-5.812211633E-1,3.247111320E0,3.674246371E-1
2.155045463E0,-5.428904891E-1,3.354467630E0,2.948864996E-1
2.160600463E0,-4.469874799E-1,3.366684675E0,1.840177327E-1
2.166155463E0,-3.341334462E-1,3.311708450E0,5.711421743E-2
2.171710463E0,-1.835595965E-1,3.180834293E0,-2.168507688E-2
2.177265463E0,-9.132166207E-2,2.987195730E0,-6.184828654E-2
2.182820463E0,-4.672981426E-2,2.698112249E0,-9.697200358E-2
2.188375463E0,5.314370990E-2,2.238296986E0,-1.137702987E-1
2.193930463E0,1.960819662E-1,1.746412277E0,-8.887827396E-2
2.199485463E0,3.182514310E-1,1.327371120E0,-4.123219103E-2
2.205040463E0,3.356605768E-1,1.121668339E0,5.497625098E-3
2.210595463E0,2.159345001E-1,1.056765795E0,2.764083818E-2
2.216150463E0,5.100574717E-2,1.024696231E0,2.672456764E-2
2.221705463E0,-8.689302206E-2,1.080283403E0,-3.970507067E-3
2.227260463E0,-1.719534993E-1,1.191457629E0,-8.002099395E-2
2.232815463E0,-2.084516287E-1,1.393495321E0,-1.582094431E-1
2.238370463E0,-2.139492482E-1,1.604848504E0,-2.466295809E-1
2.243925463E0,-1.725643575E-1,1.725185394E0,-3.761292100E-1
2.249480463E0,-9.697200358E-2,1.789171576E0,-5.094466209E-1
2.255035463E0,-2.367033064E-2,1.822615504E0,-6.149705052E-1
2.260590463E0,1.969982497E-2,1.803526521E0,-6.743753552E-1
2.266145463E0,4.275931045E-3,1.695406556E0,-6.792621613E-1
2.271700463E0,-3.665083647E-2,1.552926421E0,-6.684195995E-1
2.277255463E0,-8.368607610E-2,1.403574347E0,-6.464291215E-1
2.282810463E0,-1.273616552E-1,1.287818789E0,-6.155813336E-1
2.288365463E0,-1.808107942E-1,1.169161677E0,-5.864133835E-1
2.293920463E0,-2.745758295E-1,9.605573416E-1,-5.577035546E-1
2.299475463E0,-3.472666740E-1,8.034168482E-1,-5.508314967E-1
2.305030463E0,-3.385621011E-1,7.430956960E-1,-5.494571328E-1
2.310585463E0,-2.634278834E-1,7.227849960E-1,-5.347967744E-1
2.316140463E0,-1.678302884E-1,6.684195995E-1,-5.144860744E-1
2.321695463E0,-9.651386738E-2,5.460974574E-1,-4.857762754E-1
2.327250463E0,-2.993151546E-2,4.546230733E-1,-4.708105326E-1
2.332805463E0,6.413896382E-2,4.853181541E-1,-4.746283293E-1
2.338360463E0,1.542389393E-1,6.139014959E-1,-4.941754341E-1
2.343915463E0,1.777565479E-1,7.711946368E-1,-5.468609929E-1
2.349470463E0,1.240019947E-1,9.260444641E-1,-6.189410090E-1
2.355025463E0,5.115845799E-2,1.056765795E0,-6.905628443E-1
2.360580463E0,2.397575416E-2,1.185654521E0,-7.495095730E-1
2.366135463E0,5.497625470E-2,1.384485364E0,-7.886037827E-1
2.371690463E0,9.895725548E-2,1.622104883E0,-7.936432958E-1
2.377245463E0,1.302631795E-1,1.882784009E0,-7.829535007E-1
2.382800463E0,1.745496094E-1,2.217070103E0,-7.655443549E-1
2.388355463E0,2.483094037E-1,2.491035223E0,-7.385143638E-1
2.393910463E0,3.251234591E-1,2.688186169E0,-6.974348426E-1
2.399465463E0,3.837648034E-1,2.790808439E0,-6.539120078E-1
2.405020463E0,4.152234197E-1,2.849144220E0,-6.198572516E-1
2.410575463E0,4.132381678E-1,2.924889326E0,-5.929799676E-1
2.416130463E0,3.579564989E-1,2.875105381E0,-5.509842038E-1
2.421685463E0,3.691044450E-1,2.746980190E0,-4.984513521E-1
2.427240463E0,3.666610718E-1,2.791877508E0,-4.546230733E-1
2.432795463E0,3.706315756E-1,2.772941113E0,-4.610369802E-1
2.438350463E0,3.454341292E-1,2.746369362E0,-4.824166298E-1
2.443905463E0,3.520007432E-1,2.621603727E0,-5.152496696E-1
2.449460463E0,3.781144619E-1,2.561740637E0,-5.511369109E-1
2.455015463E0,4.239279926E-1,2.535474300E0,-6.073349118E-1
2.460570463E0,4.734066129E-1,2.612441063E0,-6.856760383E-1
2.466125463E0,5.083776116E-1,2.700555801E0,-8.170081973E-1
2.471680463E0,5.618267655E-1,2.815395117E0,-1.025765300E0
2.477235463E0,6.462764144E-1,3.052251101E0,-1.236202121E0
2.482790463E0,6.763606071E-1,3.473430157E0,-1.370588541E0
2.488345463E0,6.697940230E-1,3.908048153E0,-1.488940239E0
2.493900463E0,6.474980712E-1,4.339000702E0,-1.609124422E0
2.499455463E0,5.829010010E-1,4.680159092E0,-1.627144337E0
2.505010463E0,5.187620521E-1,4.953513145E0,-1.582857966E0
2.510565463E0,3.261924386E-1,5.096146107E0,-1.519024372E0
2.516120463E0,-1.298050396E-2,5.120732784E0,-1.428771734E0
2.521675463E0,-3.652866483E-1,5.140127182E0,-1.332410574E0
2.527230463E0,-6.533011198E-1,5.128368378E0,-1.263384819E0
2.532785463E0,-9.633061290E-1,4.898689747E0,-1.244906664E0
2.538340463E0,-1.343863964E0,4.237600327E0,-1.342947721E0
2.543895463E0,-1.486496806E0,3.562461138E0,-1.413653255E0
2.549450463E0,-1.341267824E0,2.922598600E0,-1.405712247E0
2.555005463E0,-1.074633002E0,2.192636251E0,-1.389066696E0
2.560560463E0,-7.930324674E-1,1.460993886E0,-1.386623263E0
2.566115463E0,-6.061131954E-1,9.426900148E-1,-1.378071427E0
2.571670463E0,-5.245651007E-1,6.331431866E-1,-1.305685997E0
2.577225463E0,-5.438067913E-1,5.983248949E-1,-1.223068953E0
2.582780463E0,-5.865660906E-1,7.976137996E-1,-1.130831003E0
2.588335463E0,-4.711159468E-1,7.930324674E-1,-1.024390817E0
2.593890463E0,-2.727433145E-1,7.898254991E-1,-9.025267959E-1
2.599445463E0,-9.819369763E-2,7.806627750E-1,-8.438854814E-1
2.605000463E0,4.245388508E-2,7.550072074E-1,-8.645015955E-1
2.610555463E0,1.062874198E-1,7.504258752E-1,-8.486195803E-1
2.616110463E0,1.244601309E-1,7.754706144E-1,-7.918107510E-1
2.621665463E0,2.066190839E-1,7.725690603E-1,-7.879929543E-1
2.627220463E0,3.793361485E-1,8.043331504E-1,-8.118160367E-1
2.632775463E0,5.435013771E-1,7.316423059E-1,-8.765658140E-1
2.638330463E0,6.207735538E-1,6.084038615E-1,-9.547542930E-1
2.643885463E0,6.826218367E-1,5.082249045E-1,-9.935430884E-1
2.649440463E0,7.331694365E-1,3.666610718E-1,-9.674293399E-1
2.654995463E0,7.319477201E-1,1.572931707E-1,-9.347490072E-1
2.660550463E0,6.914790869E-1,-6.872031838E-3,-9.177979827E-1
2.666105463E0,6.537593007E-1,-8.276980370E-2,-8.997780085E-1
2.671660463E0,6.442911625E-1,-1.154501289E-1,-8.739697337E-1
2.677215463E0,6.456655264E-1,-6.520794332E-2,-8.396095634E-1
2.682770463E0,6.374191046E-1,1.588202827E-2,-7.899782062E-1
2.688325463E0,5.801522136E-1,4.917320609E-2,-7.380561829E-1
2.693880463E0,4.847072959E-1,8.078455180E-2,-7.174401283E-1
2.699435463E0,3.834593594E-1,1.913478971E-1,-6.520794630E-1
2.704990463E0,3.101576865E-1,2.786990702E-1,-5.066977739E-1
2.710545463E0,2.748812735E-1,2.589992285E-1,-3.800997138E-1
2.716100463E0,2.357870489E-1,1.545443535E-1,-2.974826097E-1
2.721655463E0,1.853921413E-1,5.864133686E-2,-2.568612695E-1
2.727210463E0,1.336228400E-1,-1.527118147E-3,-2.318165302E-1
2.732765463E0,9.910997003E-2,4.062134400E-2,-3.321481943E-1
2.738320463E0,2.657185495E-2,5.497625470E-2,-3.903313875E-1
2.743875463E0,-5.543438718E-2,3.237490356E-2,-4.129327536E-1
2.749430463E0,-9.895725548E-2,1.588202827E-2,-4.668400288E-1
2.754985463E0,-1.243074164E-1,-3.710897267E-2,-5.267030597E-1
2.760540463E0,-1.491994411E-1,-7.406523079E-2,-5.890094638E-1
2.766095463E0,-1.514901221E-1,-8.276980370E-2,-6.533011198E-1
2.771650463E0,-1.626380831E-1,-1.041494608E-1,-7.084301114E-1
2.777205463E0,-1.876828223E-1,-2.014268786E-1,-7.244648337E-1
2.782760463E0,-2.594573796E-1,-2.261662036E-1,-6.959077120E-1
2.788315463E0,-3.342861533E-1,-1.754658818E-1,-6.691831946E-1
2.793870463E0,-3.109212518E-1,-1.776038408E-1,-6.503996253E-1
2.799425463E0,-3.365768492E-1,-1.863084137E-1,-6.151232123E-1
2.804980463E0,-3.280249834E-1,-2.516690791E-1,-5.314370990E-1
2.810535463E0,-2.357870489E-1,-3.533751369E-1,-4.446968138E-1
2.816090463E0,-2.101314515E-1,-3.550549746E-1,-4.095730782E-1
2.821645463E0,-2.017323077E-1,-3.161134422E-1,-4.042281806E-1
2.827200463E0,-1.756185889E-1,-2.483094037E-1,-4.106420577E-1
2.832755463E0,-1.637070626E-1,-1.701209545E-1,-4.256078303E-1
2.838310463E0,-1.412584335E-1,-5.375456065E-2,-4.892886579E-1
2.843865463E0,-1.282779276E-1,-2.489202656E-2,-5.150969625E-1
2.849420463E0,-1.372879148E-1,-2.947338112E-2,-5.057815313E-1
2.854975463E0,-1.140757278E-1,-4.947862774E-2,-4.727957845E-1
2.860530463E0,-9.284878522E-2,-8.918370306E-2,-4.401154518E-1
2.866085463E0,-1.059819981E-1,-1.229330078E-1,-4.103366435E-1
2.871640463E0,-1.423274130E-1,-1.644706279E-1,-3.765873313E-1
2.877195463E0,-1.737860441E-1,-1.858502775E-1,-3.539859951E-1
2.882750463E0,-2.159345001E-1,-2.009687424E-1,-3.347443044E-1
2.888305463E0,-2.782409191E-1,-2.405211031E-1,-3.008422852E-1
2.893860463E0,-3.211529553E-1,-2.799207568E-1,-2.403683960E-1
2.899415463E0,-3.727695346E-1,-3.136700690E-1,-1.698155403E-1
2.904970463E0,-4.191939235E-1,-3.182514310E-1,-1.122431830E-1
2.910525463E0,-4.566083252E-1,-3.323009014E-1,-8.017370105E-2
2.916080463E0,-4.680617154E-1,-3.416163325E-1,-4.474456236E-2
2.921635463E0,-4.747810364E-1,-3.576510847E-1,-6.276455522E-2
2.927190463E0,-4.815003574E-1,-3.771981895E-1,-8.933641016E-2
2.932745463E0,-4.576773047E-1,-4.314108789E-1,-8.612946421E-2
2.938300463E0,-3.990359604E-1,-5.238015056E-1,-7.910472155E-2
2.943855463E0,-3.147390485E-1,-6.227588058E-1,-5.741964281E-2
2.949410463E0,-2.312056869E-1,-6.429167390E-1,-2.519745007E-2
2.954965463E0,-1.475196183E-1,-6.215370893E-1,-2.031067200E-2
2.960520463E0,-8.261708915E-2,-5.829010010E-1,-4.749337584E-2
2.966075463E0,-4.718795046E-2,-5.306735635E-1,-7.467607409E-2
2.971630463E0,-4.672981426E-2,-3.996468186E-1,-1.197260618E-1
2.977185463E0,-6.719319522E-2,-2.544178963E-1,-1.688992679E-1
2.982740463E0,-1.105633527E-1,-9.254335612E-2,-2.075353563E-1
2.988295463E0,-1.548497826E-1,5.741964281E-2,-2.383831441E-1
2.993850463E0,-1.780619770E-1,1.973036677E-1,-2.470877171E-1
2.999405463E0,-2.203631550E-1,3.106158376E-1,-2.267770469E-1
3.004960463E0,-2.318165302E-1,3.955236077E-1,-2.383831441E-1
3.010515463E0,-2.195995897E-1,5.260922313E-1,-2.793098986E-1
3.016070463E0,-2.405211031E-1,6.177192926E-1,-2.867927849E-1
3.021625463E0,-2.870981991E-1,6.592568755E-1,-2.765611112E-1
3.027180463E0,-3.399364948E-1,6.010736823E-1,-2.370087355E-1
3.032735463E0,-3.629959822E-1,4.895940721E-1,-1.710372269E-1
3.038291345E0,-3.746020794E-1,3.009949923E-1,-9.468132257E-2
3.043846137E0,-3.665083647E-1,1.902789176E-1,-1.374406274E-3
3.049401137E0,-3.382566571E-1,2.585411072E-1,9.681928903E-2
3.054956137E0,-3.258870244E-1,4.297310412E-1,1.618745178E-1
3.060511137E0,-3.271087110E-1,4.654656053E-1,1.035386100E-1
3.066066137E0,-2.023431510E-1,1.826433241E-1,-2.397575527E-1
3.071621137E0,-2.351761982E-2,-5.344913527E-2,-6.447492838E-1
3.077176137E0,9.620844573E-2,-3.649812192E-2,-8.345700502E-1
3.082731137E0,1.252236813E-1,-7.269082218E-2,-9.126058221E-1
3.088286137E0,4.627167806E-2,-2.298312783E-1,-9.732323885E-1
3.093841137E0,-7.024743408E-2,-3.526115716E-1,-1.023321867E0
3.099396137E0,-2.026485801E-1,-4.650074840E-1,-1.034164429E0
3.104951137E0,-3.744493723E-1,-6.117635369E-1,-1.040120125E0
3.110506137E0,-5.389199853E-1,-7.420266867E-1,-1.054780483E0
3.116061137E0,-7.855495811E-1,-9.231429100E-1,-1.065928459E0
3.121616137E0,-1.188403368E0,-1.050504565E0,-1.043937922E0
3.127171137E0,-1.564074397E0,-8.970292211E-1,-1.007592559E0
3.132726137E0,-1.885380030E0,-5.453338623E-1,-9.712471366E-1
3.138281137E0,-2.161941051E0,-8.383878320E-2,-9.032903910E-1
3.143836137E0,-2.367644072E0,3.272614181E-1,-8.165500760E-1
3.149391137E0,-2.498517990E0,7.404996157E-1,-7.253811359E-1
3.154946137E0,-2.596864462E0,1.152821541E0,-6.339067221E-1
3.160501137E0,-2.665431976E0,1.426633716E0,-5.590779781E-1
3.166056137E0,-2.698570490E0,1.571557283E0,-4.799732268E-1
3.171611137E0,-2.684979200E0,1.684258580E0,-3.851391971E-1
3.177166137E0,-2.647870064E0,1.826433301E0,-2.664821148E-1
3.182721137E0,-2.613662720E0,1.991514802E0,-1.320957243E-1
3.188276137E0,-2.581593275E0,2.110935450E0,3.359660041E-3
3.193831137E0,-2.549065590E0,2.105437756E0,1.475196183E-1
3.199386137E0,-2.510276794E0,1.856059432E0,2.968717813E-1
3.204941137E0,-2.420482159E0,1.298966646E0,4.495835900E-1
3.210496137E0,-2.242878437E0,5.737382770E-1,6.016845703E-1
3.216051137E0,-2.002051830E0,1.908897609E-2,7.531746626E-1
3.221606137E0,-1.743816257E0,-2.203631550E-1,8.979454637E-1
3.227161137E0,-1.483137131E0,-2.484621257E-1,1.023474574E0
3.232716137E0,-1.244448543E0,-2.165453583E-1,1.123348117E0
3.238271137E0,-1.045465112E0,-1.240019947E-1,1.195275426E0
3.243826137E0,-8.739697337E-1,-1.359135192E-2,1.234675050E0
3.249381137E0,-7.313368917E-1,8.307522535E-2,1.242768764E0
3.254936137E0,-6.077930331E-1,1.398840249E-1,1.220472813E0
3.260491137E0,-5.056288242E-1,1.354553849E-1,1.174659252E0
3.266046137E0,-4.275930822E-1,9.834641218E-2,1.100441337E0
3.271601137E0,-3.633013964E-1,6.688777357E-2,1.001942158E0
3.277156137E0,-3.067980409E-1,4.764608666E-2,8.997780085E-1
3.282711137E0,-2.502946556E-1,3.222219273E-2,8.063184023E-1
3.288266137E0,-1.889045089E-1,-1.084253844E-2,7.137750387E-1
3.293821137E0,-1.157555580E-1,-6.093201414E-2,6.123743653E-1
3.299376137E0,-4.779879749E-2,-1.023169160E-1,5.144860744E-1
3.304931137E0,3.359660041E-3,-1.351499557E-1,4.124746025E-1
3.310486137E0,4.199574888E-2,-1.562241912E-1,3.080197275E-1
3.316041137E0,7.207997888E-2,-1.618745178E-1,2.031067163E-1
3.321596137E0,9.513945878E-2,-1.620272398E-1,1.038440317E-1
3.327151137E0,1.091889441E-1,-1.498102844E-1,1.572931744E-2
3.332706137E0,1.140757278E-1,-1.360662282E-1,-5.726693198E-2
3.338261137E0,1.059819981E-1,-1.412584335E-1,-1.148392856E-1
3.343816137E0,8.200624585E-2,-1.817270666E-1,-1.646233350E-1
3.349371137E0,5.680879578E-2,-2.382304370E-1,-1.985253543E-1
3.354926137E0,3.130592033E-2,-2.817533016E-1,-2.136438340E-1
3.360481137E0,9.773556143E-3,-3.026748300E-1,-2.165453583E-1
3.366036137E0,-8.857285604E-3,-3.054236174E-1,-2.179197669E-1
3.371591137E0,-3.436015919E-2,-3.274141252E-1,-2.269297540E-1
3.377146137E0,-6.872031838E-2,-3.814741075E-1,-2.386885732E-1
3.382701137E0,-1.123958975E-1,-4.428642690E-1,-2.597627938E-1
3.388256137E0,-1.490467340E-1,-4.952444136E-1,-2.724378705E-1
3.393811137E0,-1.652341783E-1,-5.091412067E-1,-2.516690791E-1
3.399366137E0,-1.605001241E-1,-4.775298536E-1,-2.067717910E-1
3.404921137E0,-1.521009654E-1,-4.376720488E-1,-1.666085869E-1
3.410476137E0,-1.759240031E-1,-4.876088202E-1,-1.467560530E-1
3.416031137E0,-2.177670449E-1,-6.099309921E-1,-1.195733473E-1
3.421586137E0,-2.541124523E-1,-7.087355256E-1,-6.902574003E-2
3.427141137E0,-3.040492237E-1,-7.941014171E-1,-7.482878864E-3
3.432696137E0,-3.558185399E-1,-8.568660021E-1,6.047387794E-2
3.438251137E0,-4.056025743E-1,-9.051229358E-1,1.360662282E-1
3.443806137E0,-4.566083252E-1,-9.436063170E-1,2.154763639E-1
3.449361137E0,-4.999784827E-1,-9.686510563E-1,3.067980409E-1
3.454916137E0,-5.164713860E-1,-8.864920735E-1,4.210264683E-1
3.460471137E0,-5.005893111E-1,-6.928535104E-1,5.477772951E-1
3.466026137E0,-4.772244096E-1,-4.685198367E-1,6.569662094E-1
3.471581137E0,-4.793623984E-1,-3.037438095E-1,7.496622801E-1
3.477136137E0,-5.131117105E-1,-2.035648525E-1,8.292251825E-1
3.482691137E0,-5.868715048E-1,-1.617218107E-1,9.000834227E-1
3.488246137E0,-6.696413159E-1,-1.227803007E-1,9.483403563E-1
3.493801137E0,-7.149966955E-1,-4.947862774E-2,9.672766328E-1
3.499356137E0,-7.159129977E-1,3.038965166E-2,9.764393568E-1
3.504911137E0,-6.569662094E-1,1.165191159E-1,9.827005267E-1
3.510466137E0,-5.486935377E-1,2.024958730E-1,9.756757617E-1
3.516021137E0,-4.188885093E-1,2.867927849E-1,9.332218766E-1
3.521576137E0,-3.035911024E-1,3.521534503E-1,8.544226289E-1
3.527131137E0,-2.223484069E-1,4.344651103E-1,7.713474035E-1
3.532686137E0,-1.575985998E-1,5.335750580E-1,6.595623493E-1
3.538241137E0,-8.170082420E-2,6.079457402E-1,4.869979918E-1
3.543796137E0,4.581354558E-3,5.955760479E-1,2.632751763E-1
3.549351137E0,8.674030751E-2,5.097520351E-1,3.802524135E-2
3.554906137E0,1.517955512E-1,3.486410677E-1,-1.348445266E-1
3.560461137E0,2.046338320E-1,1.102579311E-1,-2.376195788E-1
3.566016137E0,2.426590770E-1,-8.872556686E-2,-2.712161839E-1
3.571571137E0,2.669402659E-1,-1.997470558E-1,-2.596100867E-1
3.577126137E0,2.709107697E-1,-2.295258641E-1,-2.238755226E-1
3.582681137E0,2.527380586E-1,-2.031067163E-1,-1.644706279E-1
3.588236137E0,2.159345001E-1,-1.252236813E-1,-9.009996802E-2
3.593791137E0,1.676775664E-1,-4.856235534E-2,-1.175880991E-2
3.599346137E0,1.105633527E-1,3.054236295E-3,6.551336497E-2
3.604901137E0,5.635065958E-2,5.940489471E-2,1.314848661E-1
3.610456137E0,2.687728032E-2,1.569877416E-1,1.777565479E-1
3.616011137E0,3.084778599E-2,2.799207568E-1,1.988307834E-1
3.621566137E0,6.306997687E-2,3.849864900E-1,1.905843467E-1
3.627121137E0,9.972081333E-2,4.364503622E-1,1.716480851E-1
3.632676137E0,1.226275861E-1,4.304946065E-1,1.343863904E-1
3.638231137E0,1.366770715E-1,3.729222417E-1,8.338065445E-2
3.643786137E0,1.424801201E-1,2.625116110E-1,3.436015919E-2
3.649341137E0,1.438545287E-1,1.299577504E-1,2.748812549E-3
3.654896137E0,1.449235082E-1,2.687728032E-2,-5.192201585E-3
3.660451137E0,1.514901221E-1,-3.894151375E-2,2.596100792E-3
3.666006137E0,1.579040140E-1,-7.467607409E-2,2.550287358E-2
3.671561137E0,1.533226669E-1,-1.015533581E-1,5.864133686E-2
3.677116137E0,1.365243644E-1,-1.369825006E-1,1.000262350E-1
3.682671137E0,1.181989461E-1,-1.435490996E-1,1.423274130E-1
3.688226137E0,1.046075895E-1,-1.278197914E-1,1.814216375E-1
3.693781137E0,9.452861547E-2,-9.849911928E-2,2.047865391E-1
3.699336137E0,8.979454637E-2,-4.871506989E-2,2.134911120E-1
3.704891137E0,8.964183182E-2,1.084253844E-2,2.142546773E-1
3.710446137E0,9.468132257E-2,5.436540768E-2,1.976090819E-1
3.716001137E0,1.007898003E-1,7.757759839E-2,1.685938388E-1
3.721556137E0,1.039967462E-1,7.391251624E-2,1.351499557E-1
3.727111137E0,1.181989461E-1,7.635590434E-2,1.088835225E-1
3.732666137E0,1.525591016E-1,9.605573118E-2,8.582404256E-2
3.738221137E0,1.963873953E-1,1.108687744E-1,7.879929990E-2
3.743776137E0,2.499892414E-1,1.337755471E-1,9.025268257E-2
3.749331137E0,3.179459870E-1,1.896680743E-1,1.262926757E-1
3.754886137E0,3.304683566E-1,1.553079188E-1,1.638597846E-1
3.760441137E0,2.762556672E-1,-2.535016090E-2,1.915006191E-1
3.765996137E0,2.310529798E-1,-1.945548505E-1,2.312056869E-1
3.771551137E0,2.128802687E-1,-2.786990702E-1,2.735068500E-1
3.777106137E0,1.924168915E-1,-3.588727713E-1,3.106158376E-1
3.782661137E0,1.727170646E-1,-4.286620617E-1,3.469612300E-1
3.788216137E0,1.346918195E-1,-4.312581718E-1,3.747547865E-1
3.793771137E0,3.848337755E-2,-4.233171642E-1,3.883461356E-1
3.799326137E0,-5.650337040E-2,-4.167505503E-1,3.909422457E-1
3.804881137E0,-8.093725890E-2,-3.796415627E-1,3.900259733E-1
3.810436137E0,-4.489727318E-2,-3.480302393E-1,3.874298632E-1
3.815991137E0,7.941014133E-3,-3.652866483E-1,3.759764731E-1
3.821546137E0,5.192201585E-2,-4.373666346E-1,3.689517379E-1
3.827101137E0,7.971556485E-2,-5.370874405E-1,3.643703759E-1
3.832656137E0,1.119377613E-1,-6.122216582E-1,3.407000601E-1
3.838211137E0,1.626380831E-1,-6.190937161E-1,2.906105816E-1
3.843766137E0,2.279987335E-1,-5.573981404E-1,2.188360244E-1
3.849321137E0,2.811424434E-1,-4.686725736E-1,1.294996142E-1
3.854876137E0,3.008422852E-1,-3.912476599E-1,3.848337755E-2
3.860431137E0,2.907632887E-1,-3.202366829E-1,-4.474456236E-2
3.865986137E0,2.820587158E-1,-2.522799075E-1,-1.171299592E-1
3.871541137E0,2.929012477E-1,-1.491994411E-1,-1.667613089E-1
3.877096137E0,3.295520842E-1,-9.315420873E-3,-1.924168915E-1
3.882651137E0,3.923166394E-1,1.421747059E-1,-1.847812980E-1
3.888206137E0,4.669927359E-1,3.052709103E-1,-1.852394342E-1
3.893761137E0,5.289937258E-1,4.666872919E-1,-1.879882365E-1
3.899316137E0,5.745018721E-1,6.352811456E-1,-1.725643575E-1
3.904871137E0,5.848862529E-1,7.380561829E-1,-1.618745178E-1
3.910426137E0,5.748072863E-1,7.678350210E-1,-1.487413049E-1
3.915981137E0,5.297572613E-1,6.992673874E-1,-1.496575773E-1
3.921536137E0,4.530959427E-1,5.607577562E-1,-1.583621502E-1
3.927091137E0,3.802524209E-1,4.030064642E-1,-1.843231618E-1
3.932646137E0,3.188622594E-1,2.568612695E-1,-2.391466945E-1
3.938201137E0,2.767138183E-1,1.278197914E-1,-2.993151546E-1
3.943756137E0,2.672456801E-1,2.199050039E-2,-3.585673273E-1
3.949311137E0,2.727433145E-1,-5.360184610E-2,-4.085040987E-1
3.954866137E0,2.861819267E-1,-7.269082218E-2,-4.457657933E-1
3.960421137E0,3.000787199E-1,-1.435491070E-2,-4.724903405E-1
3.965976137E0,2.907632887E-1,1.288887709E-1,-4.327852726E-1
3.971531137E0,2.246390730E-1,3.214583695E-1,-3.135173619E-1
3.977086137E0,9.849911928E-2,4.427115619E-1,-1.695101112E-1
3.982641137E0,-4.840964451E-2,4.763081372E-1,-1.009425074E-1
3.988196137E0,-1.722589284E-1,4.671454430E-1,-1.400367320E-1
3.993751137E0,-2.742704153E-1,4.317162931E-1,-1.951656938E-1
3.999306137E0,-3.874298632E-1,3.718532622E-1,-2.223484069E-1
4.004861137E0,-5.057815313E-1,3.006895781E-1,-2.217375487E-1
4.010416137E0,-6.082511544E-1,2.020377368E-1,-2.237228155E-1
4.015971137E0,-6.131379604E-1,1.007898003E-1,-2.324273884E-1
4.021526137E0,-4.627167881E-1,4.337015375E-2,-2.392994165E-1
4.027081137E0,-2.252499312E-1,6.383354217E-2,-2.744231224E-1
4.032636137E0,4.046862945E-2,4.123219103E-2,-3.730749488E-1
4.038191137E0,2.657185495E-1,-6.795676053E-2,-5.158604980E-1
4.043746137E0,4.280512035E-1,-2.081461996E-1,-6.485670805E-1
4.049301137E0,5.338805318E-1,-3.541387022E-1,-7.547017932E-1
4.054856137E0,6.163448691E-1,-5.062396526E-1,-8.448017836E-1
4.060411137E0,7.139277458E-1,-6.051968932E-1,-9.378032684E-1
4.065966137E0,8.312104344E-1,-6.097782850E-1,-1.031873703E0
4.071521137E0,9.417737722E-1,-5.809157491E-1,-1.108535051E0
4.077076137E0,1.025307178E0,-4.706578255E-1,-1.114796281E0
4.082631137E0,1.112352848E0,-2.446443290E-1,-1.046228647E0
4.088186137E0,1.200467587E0,5.436540768E-2,-9.043593407E-1
4.093741137E0,1.242005229E0,2.990097404E-1,-7.185090780E-1
4.099296137E0,1.242616057E0,4.459185004E-1,-5.427377820E-1
4.104851137E0,1.219403863E0,5.016583204E-1,-3.914003670E-1
4.110406137E0,1.184585571E0,5.033381581E-1,-2.499892414E-1
4.115961137E0,1.153279662E0,4.960079789E-1,-1.091889441E-1
4.121516137E0,1.112047434E0,5.326588154E-1,3.558185324E-2
4.127071137E0,1.051726222E0,6.334486008E-1,1.740914732E-1
4.132626137E0,9.715525508E-1,7.337802649E-1,2.924431264E-1
4.138181137E0,8.779402375E-1,7.742488980E-1,3.912476599E-1
4.143736137E0,8.290724158E-1,7.456917763E-1,4.059080184E-1
4.149291137E0,1.166260123E0,6.450546980E-1,3.497100621E-2
4.154846137E0,1.402810693E0,5.441122055E-1,-2.745758295E-1
4.160401137E0,1.323858738E0,4.275930822E-1,-2.832804024E-1
4.165956137E0,1.204285383E0,3.176405728E-1,-2.130329758E-1
4.171511137E0,1.085933685E0,2.127275616E-1,-1.446180940E-1
4.177066137E0,9.654440880E-1,1.408002973E-1,-9.254335612E-2
4.182621137E0,8.119687438E-1,1.133121699E-1,-8.307522535E-2
