"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.901347114E1,-5.028799772E-1,-1.454580069E0,-2.961082160E-1
2.901902614E1,-5.227325559E-1,-1.382347345E0,-2.638860047E-1
2.902458114E1,-5.346440673E-1,-1.289193153E0,-2.283041626E-1
2.903013614E1,-5.366293192E-1,-1.175422788E0,-2.046338320E-1
2.903569114E1,-5.340332389E-1,-1.048519373E0,-1.927223057E-1
2.904124614E1,-5.300627351E-1,-9.223793745E-1,-1.870719790E-1
2.904680114E1,-5.250232220E-1,-7.973083854E-1,-1.829487532E-1
2.905235614E1,-5.225798488E-1,-6.791094542E-1,-1.701209545E-1
2.905791114E1,-5.231906772E-1,-5.741963983E-1,-1.487413049E-1
2.906346614E1,-5.288410187E-1,-4.810422063E-1,-1.165191159E-1
2.906902114E1,-5.412106514E-1,-4.136963189E-1,-7.070557028E-2
2.907457614E1,-5.628957748E-1,-3.796415627E-1,-1.175880991E-2
2.908013114E1,-5.925218463E-1,-3.816268146E-1,4.963133857E-2
2.908568614E1,-6.259657145E-1,-4.034646153E-1,1.111742035E-1
2.909124114E1,-6.571189165E-1,-4.135435820E-1,1.643179059E-1
2.909679614E1,-6.823163629E-1,-3.869717419E-1,1.954711229E-1
2.910235114E1,-6.998782754E-1,-2.948864996E-1,2.221956849E-1
2.910790614E1,-7.131641507E-1,-1.273616552E-1,2.689255178E-1
2.911346114E1,-7.279772162E-1,1.079672500E-1,3.393256664E-1
2.911901614E1,-7.534800768E-1,4.045335948E-1,4.202629030E-1
2.912457114E1,-7.911999226E-1,7.608102560E-1,5.010474920E-1
2.913012614E1,-8.446490765E-1,1.169772506E0,5.760289431E-1
2.913568114E1,-9.236010313E-1,1.607597232E0,6.383354068E-1
2.914123614E1,-1.019045949E0,2.048018217E0,6.818582416E-1
2.914679114E1,-1.132358074E0,2.433920860E0,7.030851841E-1
2.915234614E1,-1.250098944E0,2.750492573E0,6.963658929E-1
2.915790114E1,-1.358371615E0,2.985210657E0,6.571189165E-1
2.916345614E1,-1.461146593E0,3.112114191E0,5.865660906E-1
2.916901114E1,-1.562547326E0,3.132882833E0,4.874561131E-1
2.917456614E1,-1.669750929E0,3.082182646E0,3.616215885E-1
2.918012114E1,-1.779245377E0,2.973757267E0,2.263189107E-1
2.918567614E1,-1.885838151E0,2.772788525E0,8.918370306E-2
2.919123114E1,-1.978992462E0,2.447054148E0,-3.451287001E-2
2.919678614E1,-2.054890156E0,2.006938696E0,-1.389677525E-1
2.920234114E1,-2.109255552E0,1.463742733E0,-2.429644912E-1
2.920789614E1,-2.134147644E0,7.421793938E-1,-3.759764731E-1
2.921345114E1,-2.102536201E0,-1.991362125E-1,-5.639647245E-1
2.921900614E1,-1.749771953E0,-1.827502251E0,-8.533536196E-1
2.922456114E1,-8.582404256E-1,-4.343887806E0,-1.242463350E0
2.923011614E1,-6.795676053E-2,-6.382437706E0,-1.592784286E0
2.923567114E1,3.258870244E-1,-7.271984100E0,-1.805969954E0
2.924122614E1,4.990622103E-1,-7.343452930E0,-1.895000935E0
2.924678114E1,5.532749295E-1,-6.769714832E0,-1.851783514E0
2.925233614E1,4.834856093E-1,-5.553059578E0,-1.668681979E0
2.925789114E1,2.408265322E-1,-3.731665850E0,-1.363869190E0
2.926344614E1,-9.407047927E-2,-1.815743446E0,-1.050199151E0
2.926900114E1,-4.118637741E-1,-2.864873707E-1,-8.142594099E-1
2.927455614E1,-6.647545099E-1,7.795938253E-1,-6.615476012E-1
2.928011114E1,-8.449544907E-1,1.420525312E0,-5.760289431E-1
2.928566614E1,-9.469659925E-1,1.734195352E0,-5.534276366E-1
2.929122114E1,-9.645278454E-1,1.768250108E0,-5.975613594E-1
2.929677614E1,-9.124531150E-1,1.570182920E0,-6.749862432E-1
2.930233114E1,-8.060129285E-1,1.201536536E0,-7.443174124E-1
2.930788614E1,-6.528429985E-1,7.044596076E-1,-7.615737915E-1
2.931344114E1,-4.575245976E-1,1.149920002E-1,-6.965186000E-1
2.931899614E1,-2.160872221E-1,-4.981459379E-1,-5.439594984E-1
2.932455114E1,7.681404054E-2,-1.030499339E0,-3.407000601E-1
2.933010614E1,4.172086716E-1,-1.413653255E0,-1.368297935E-1
2.933566114E1,7.803573608E-1,-1.630504012E0,5.360184610E-2
2.934121614E1,1.128082156E0,-1.685785770E0,2.322746664E-1
2.934677114E1,1.434269309E0,-1.610804200E0,4.057552814E-1
2.935232614E1,1.671430826E0,-1.441904902E0,5.732801557E-1
2.935788114E1,1.839413762E0,-1.205659747E0,7.255338430E-1
2.936343614E1,1.950893402E0,-9.150491953E-1,8.620582223E-1
2.936899114E1,1.999608517E0,-5.803049207E-1,9.892671108E-1
2.937454614E1,1.984948158E0,-2.354816198E-1,1.107466102E0
2.938010114E1,1.925848722E0,5.344913527E-2,1.221999884E0
2.938565614E1,1.859266400E0,2.444916219E-1,1.344322085E0
2.939121114E1,1.829487562E0,3.379512429E-1,1.456107140E0
2.939676614E1,1.856364846E0,3.446705639E-1,1.538266063E0
2.940232114E1,1.942952394E0,2.799207568E-1,1.586675763E0
2.940787614E1,2.076727867E0,1.644706279E-1,1.604543090E0
2.941343114E1,2.244558334E0,2.260134928E-2,1.628366113E0
2.941898614E1,2.431782961E0,-9.636115283E-2,1.678913713E0
2.942454114E1,2.633209705E0,-1.290414780E-1,1.741830945E0
2.943009614E1,2.840286970E0,-3.680354729E-2,1.806733489E0
2.943565114E1,3.049960375E0,1.637070626E-1,1.869650722E0
2.944120614E1,3.243140697E0,4.514161348E-1,1.932873487E0
2.944676114E1,3.390660524E0,7.695148587E-1,1.988307834E0
2.945231614E1,3.481676579E0,1.084253907E0,2.033510447E0
2.945787114E1,3.513593435E0,1.380820274E0,2.065732718E0
2.946342614E1,3.482898474E0,1.646233320E0,2.074742794E0
2.946898114E1,3.375694752E0,1.869192600E0,2.044505835E0
2.947453614E1,3.189691782E0,2.034426689E0,2.003731728E0
2.948009114E1,2.927943707E0,2.119334459E0,1.954711199E0
2.948564614E1,2.615800619E0,2.146211863E0,1.882325888E0
2.949120114E1,2.270061016E0,2.115211248E0,1.812689185E0
2.949675614E1,1.855143070E0,1.950282574E0,1.729461312E0
2.950231114E1,1.403421521E0,1.682120681E0,1.665933132E0
2.950786614E1,9.969027042E-1,1.459772229E0,1.628976941E0
2.951342114E1,6.490252018E-1,1.298966646E0,1.580872655E0
2.951897614E1,3.275668323E-1,1.123806238E0,1.527423620E0
2.952453114E1,4.214845970E-2,9.440644383E-1,1.471836448E0
2.953008614E1,-1.708845198E-1,8.770239353E-1,1.428619027E0
2.953564114E1,-2.880144715E-1,9.529217482E-1,1.413958669E0
2.954119614E1,-2.614426315E-1,1.192831993E0,1.426022887E0
2.954675114E1,-1.137702987E-1,1.478708506E0,1.482831717E0
2.955230614E1,1.113269106E-1,1.691741467E0,1.594922185E0
2.955786114E1,3.776563108E-1,1.752215385E0,1.741678238E0
2.956341614E1,6.549809575E-1,1.696017385E0,1.888586998E0
2.956897114E1,9.129112363E-1,1.580414534E0,2.024958611E0
2.957452614E1,1.124569774E0,1.411973476E0,2.145906448E0
2.958008114E1,1.278197885E0,1.183058381E0,2.253110170E0
2.958563614E1,1.377460599E0,8.988617659E-1,2.335421801E0
2.959119114E1,1.415943980E0,5.297572613E-1,2.377722979E0
2.959674614E1,1.398382068E0,9.819369763E-2,2.381082535E0
2.960230114E1,1.330883503E0,-3.173351586E-1,2.345348120E0
2.960785614E1,1.210546613E0,-6.998782754E-1,2.277849436E0
2.961341114E1,1.035233378E0,-1.033859015E0,2.191261768E0
2.961896614E1,8.309049606E-1,-1.282015681E0,2.112004280E0
2.962452114E1,6.343649030E-1,-1.474890709E0,2.040840626E0
2.963007614E1,4.908157587E-1,-1.560867429E0,1.979450583E0
2.963563114E1,4.324798584E-1,-1.533532023E0,1.908592224E0
2.964118614E1,4.462239146E-1,-1.439767003E0,1.836206913E0
2.964674114E1,5.062396526E-1,-1.304158926E0,1.771609783E0
2.965229614E1,5.829010010E-1,-1.151447058E0,1.731141090E0
2.965785114E1,6.607840061E-1,-1.003316641E0,1.715411782E0
2.966340614E1,7.293516397E-1,-8.667922616E-1,1.703652978E0
2.966896114E1,7.779139876E-1,-7.458444834E-1,1.681815267E0
2.967451614E1,8.089144826E-1,-6.404733658E-1,1.641041160E0
2.968007114E1,8.165500760E-1,-5.376983285E-1,1.589119196E0
2.968562614E1,8.095253110E-1,-4.443913698E-1,1.544832706E0
2.969118114E1,7.939487100E-1,-3.797942698E-1,1.512152433E0
2.969673614E1,7.724163532E-1,-3.527642787E-1,1.480235577E0
2.970229114E1,7.521057129E-1,-3.759764731E-1,1.443126678E0
2.970784614E1,7.374453545E-1,-4.369085133E-1,1.403879762E0
2.971340114E1,7.256865501E-1,-5.102101564E-1,1.359898686E0
2.971895614E1,7.143858671E-1,-5.806103349E-1,1.289040446E0
2.972451114E1,6.881194115E-1,-6.589514613E-1,1.213142633E0
2.973006614E1,6.348230243E-1,-7.375980616E-1,1.141062737E0
2.973562114E1,5.622848868E-1,-7.808154821E-1,1.063485026E0
2.974117614E1,4.608842432E-1,-7.989882231E-1,9.828532338E-1
2.974673114E1,3.329117596E-1,-7.731798887E-1,8.852704167E-1
2.975228614E1,1.838650256E-1,-6.876612902E-1,7.661551833E-1
2.975784114E1,1.481304597E-2,-5.569399595E-1,6.281036735E-1
2.976339614E1,-1.629435122E-1,-3.855973184E-1,4.453076422E-1
2.976895114E1,-3.336753249E-1,-1.884463727E-1,1.908897758E-1
2.977450614E1,-4.935645759E-1,-4.886778072E-3,-1.104106456E-1
2.978006114E1,-6.488724947E-1,1.382041872E-1,-4.172086716E-1
2.978561614E1,-7.915053368E-1,2.185306102E-1,-7.114843726E-1
2.979117114E1,-9.231429100E-1,2.574721277E-1,-9.906415343E-1
2.979672614E1,-1.054780483E0,3.151971996E-1,-1.250404358E0
2.980228114E1,-1.194969893E0,4.291202128E-1,-1.487871170E0
2.980783614E1,-1.340962410E0,6.154286265E-1,-1.698460817E0
2.981339114E1,-1.473210931E0,8.938222528E-1,-1.876828194E0
2.981894614E1,-1.543763757E0,1.285680771E0,-2.029692650E0
2.982450114E1,-1.499477267E0,1.795127392E0,-2.149266005E0
2.983005614E1,-1.423884988E0,2.359397650E0,-2.214473963E0
2.983561114E1,-1.392731786E0,2.930539608E0,-2.223025799E0
2.984116614E1,-1.353332043E0,3.460907936E0,-2.216306686E0
2.984672114E1,-1.208103180E0,3.878116608E0,-2.233104944E0
2.985227614E1,-1.009119630E0,3.950043917E0,-2.334200144E0
2.985783114E1,-9.275715351E-1,3.720365286E0,-2.503252029E0
2.986338614E1,-9.877400398E-1,3.592392683E0,-2.666653633E0
2.986894114E1,-1.086849928E0,3.986541986E0,-2.772483110E0
2.987449614E1,-1.209782958E0,4.589601040E0,-2.807912111E0
2.988005114E1,-1.425564766E0,4.489116669E0,-2.807454109E0
2.988560614E1,-1.623632073E0,3.601860762E0,-2.767596245E0
2.989116114E1,-1.563310862E0,2.840134382E0,-2.632446289E0
2.989671614E1,-1.198024154E0,2.517912388E0,-2.400018930E0
2.990227114E1,-7.301151752E-1,2.396353722E0,-2.162246466E0
2.990782614E1,-3.396310806E-1,2.199050188E0,-1.985558987E0
2.991338114E1,-1.301104724E-1,1.798792481E0,-1.858197331E0
2.991893614E1,-4.459185153E-2,1.352568507E0,-1.755116940E0
2.992449114E1,5.955760833E-3,1.079214454E0,-1.679677248E0
2.993004614E1,6.047387794E-2,9.930849075E-1,-1.675554037E0
2.993560114E1,9.132166207E-2,9.028322697E-1,-1.745496035E0
2.994115614E1,8.536590636E-2,7.131641507E-1,-1.849340081E0
2.994671114E1,6.963659078E-2,4.685198367E-1,-1.943105102E0
2.995226614E1,6.933116168E-2,1.835595965E-1,-2.001288414E0
2.995782114E1,8.460234851E-2,-1.462979168E-1,-2.035648584E0
2.996337614E1,1.146865711E-1,-4.842491746E-1,-2.056722641E0
2.996893114E1,1.632489264E-1,-7.843278646E-1,-2.069397688E0
2.997448614E1,2.273878902E-1,-1.039967418E0,-2.075811625E0
2.998004114E1,2.982461751E-1,-1.257734537E0,-2.084668875E0
2.998559614E1,3.721587062E-1,-1.448318839E0,-2.098412991E0
2.999115114E1,4.417952895E-1,-1.622104883E0,-2.107270241E0
2.999670614E1,5.018110275E-1,-1.791462302E0,-2.101619959E0
3.000226114E1,5.482354164E-1,-1.944479585E0,-2.087417841E0
3.000781614E1,5.861079693E-1,-2.071382999E0,-2.068939686E0
3.001337114E1,6.077930331E-1,-2.171103954E0,-2.044963837E0
3.001892614E1,6.105418205E-1,-2.244100094E0,-2.012130976E0
3.002448114E1,5.946598053E-1,-2.292815208E0,-1.976090908E0
3.003003614E1,5.630484819E-1,-2.332367659E0,-1.932873487E0
3.003559114E1,5.141806602E-1,-2.398491859E0,-1.876064658E0
3.004114614E1,4.492781460E-1,-2.475764036E0,-1.825211644E0
3.004670114E1,3.640649617E-1,-2.550592661E0,-1.773594975E0
3.005225614E1,2.585411072E-1,-2.626185179E0,-1.720298648E0
3.005781114E1,1.427855492E-1,-2.695363522E0,-1.670209169E0
3.006336614E1,2.000524849E-2,-2.751866817E0,-1.624090195E0
3.006892114E1,-1.062874198E-1,-2.792030096E0,-1.575069666E0
3.007447614E1,-2.302894145E-1,-2.809133768E0,-1.524522066E0
3.008003114E1,-3.549022675E-1,-2.807454109E0,-1.464353561E0
3.008558614E1,-4.772244096E-1,-2.788823128E0,-1.395022392E0
3.009114114E1,-5.917583108E-1,-2.757822752E0,-1.312558055E0
3.009669614E1,-7.024743557E-1,-2.707733154E0,-1.218793035E0
3.010225114E1,-8.115105629E-1,-2.638249397E0,-1.119377613E0
3.010780614E1,-9.194778204E-1,-2.547233105E0,-1.018740535E0
3.011336114E1,-1.024543524E0,-2.435295343E0,-9.225320816E-1
3.011891614E1,-1.125180602E0,-2.312820435E0,-8.333483934E-1
3.012447114E1,-1.224901438E0,-2.192636251E0,-7.479824424E-1
3.013002614E1,-1.326302052E0,-2.081767559E0,-6.639909744E-1
3.013558114E1,-1.430146098E0,-1.989834905E0,-5.816792846E-1
3.014113614E1,-1.534600973E0,-1.904010892E0,-5.099047422E-1
3.014669114E1,-1.642720938E0,-1.818797708E0,-4.454603493E-1
3.015224614E1,-1.749924660E0,-1.714037418E0,-3.888042867E-1
3.015780114E1,-1.848271132E0,-1.567281365E0,-3.399364948E-1
3.016335614E1,-1.937607527E0,-1.371810198E0,-2.899997234E-1
3.016891114E1,-2.019461155E0,-1.127165914E0,-2.350234836E-1
3.017446614E1,-2.090166569E0,-8.336538076E-1,-1.753131598E-1
3.018002114E1,-2.155069113E0,-4.880669713E-1,-1.055238619E-1
3.018557614E1,-2.211114407E0,-7.941014320E-2,-2.779355086E-2
3.019113114E1,-2.259065866E0,4.001049399E-1,5.696150661E-2
3.019668614E1,-2.288844585E0,9.717052579E-1,1.404948682E-1
3.020224114E1,-2.273115396E0,1.654021621E0,1.896680743E-1
3.020779614E1,-2.201188087E0,2.340919495E0,2.035648525E-1
3.021335114E1,-2.085279942E0,2.890681982E0,2.089097649E-1
3.021890614E1,-1.923405290E0,3.262687922E0,2.328855246E-1
3.022446114E1,-1.703805685E0,3.461824179E0,2.919849753E-1
3.023001614E1,-1.420067191E0,3.469306946E0,3.775036037E-1
3.023557114E1,-1.065470338E0,3.265131235E0,4.775298536E-1
3.024112614E1,-6.516213417E-1,2.883962631E0,5.809157491E-1
3.024668114E1,-2.319692522E-1,2.365047932E0,6.829272509E-1
3.025223614E1,1.447708011E-1,1.755422354E0,7.681404352E-1
3.025779114E1,4.492781460E-1,1.135870457E0,8.162446618E-1
3.026334614E1,6.719319820E-1,6.517740488E-1,8.188407421E-1
3.026890114E1,7.976137996E-1,3.593308926E-1,7.792884111E-1
3.027445614E1,8.335011005E-1,2.116585821E-1,7.009472251E-1
3.028001114E1,7.913526297E-1,1.898207814E-1,5.960342288E-1
3.028556614E1,6.949914694E-1,2.785463631E-1,4.727957845E-1
3.029112114E1,5.670189857E-1,4.453076422E-1,3.545968235E-1
3.029667614E1,4.234698713E-1,6.714738607E-1,2.521272004E-1
3.030223114E1,2.744231224E-1,9.339854717E-1,1.420219839E-1
3.030778614E1,1.331647038E-1,1.197718740E0,3.359660041E-3
3.031334114E1,-6.108472589E-4,1.421288848E0,-1.377460510E-1
3.031889614E1,-1.252236813E-1,1.559034944E0,-2.615953386E-1
3.032445114E1,-2.368560284E-1,1.529256105E0,-3.771981895E-1
3.033000614E1,-3.156553209E-1,1.281099439E0,-4.807367921E-1
3.033556114E1,-3.614688516E-1,8.461761475E-1,-5.706840754E-1
3.034111614E1,-3.859027624E-1,2.919849753E-1,-6.464291215E-1
3.034667114E1,-4.022429287E-1,-2.933593988E-1,-6.975875497E-1
3.035222614E1,-4.308000207E-1,-8.298360109E-1,-7.238540053E-1
3.035778114E1,-4.782933891E-1,-1.262163162E0,-7.276718020E-1
3.036333614E1,-5.499152541E-1,-1.586523056E0,-7.230904698E-1
3.036889114E1,-6.380299330E-1,-1.814674497E0,-7.258392572E-1
3.037444614E1,-7.372926474E-1,-1.965859175E0,-7.463026643E-1
3.038000114E1,-8.515210748E-1,-2.077796936E0,-7.815790772E-1
3.038555614E1,-9.724688530E-1,-2.183473587E0,-8.130376935E-1
3.039111114E1,-1.086391807E0,-2.294495106E0,-8.293778896E-1
3.039666614E1,-1.187028885E0,-2.409945250E0,-8.200624585E-1
3.040222114E1,-1.268424392E0,-2.528602123E0,-7.817317843E-1
3.040777614E1,-1.319430113E0,-2.648786545E0,-7.180509567E-1
3.041333114E1,-1.323400617E0,-2.749423504E0,-6.204680800E-1
3.041888614E1,-1.249640822E0,-2.770650387E0,-4.822639227E-1
3.042444114E1,-1.069440842E0,-2.645121336E0,-3.034383655E-1
3.042999614E1,-7.803573608E-1,-2.344431877E0,-9.437590092E-2
3.043555114E1,-4.118637741E-1,-1.937302113E0,1.252236813E-1
3.044110614E1,-9.468132630E-3,-1.528034449E0,3.225273490E-1
3.044666114E1,3.607053161E-1,-1.207186937E0,4.813476503E-1
3.045221614E1,6.827745438E-1,-1.010341406E0,6.051968932E-1
3.045777114E1,9.513946176E-1,-9.437590241E-1,6.891884208E-1
3.046332614E1,1.168703556E0,-9.801044464E-1,7.525638342E-1
3.046888114E1,1.337144613E0,-1.094027400E0,8.102889061E-1
3.047443614E1,1.448929667E0,-1.256665468E0,8.438854814E-1
3.047999114E1,1.531852245E0,-1.394106150E0,8.632798791E-1
3.048554614E1,1.606680989E0,-1.468476772E0,8.863393664E-1
3.049110114E1,1.685327530E0,-1.469545841E0,9.200887084E-1
3.049665614E1,1.776649237E0,-1.411668062E0,9.617789984E-1
3.050221114E1,1.881562233E0,-1.300035715E0,1.005912781E0
3.050776614E1,2.008924007E0,-1.162442327E0,1.048366666E0
3.051332114E1,2.161788464E0,-1.019504070E0,1.087002754E0
3.051887614E1,2.339545012E0,-8.701519370E-1,1.119835734E0
3.052443114E1,2.542804480E0,-6.968240142E-1,1.149614573E0
3.052998614E1,2.751866817E0,-5.016583204E-1,1.181836724E0
3.053554114E1,2.965052605E0,-2.664821148E-1,1.225970507E0
3.054109614E1,3.179460049E0,2.382304333E-2,1.289803982E0
3.054665114E1,3.389286041E0,3.660502136E-1,1.376849771E0
3.055220614E1,3.591476440E0,7.895200849E-1,1.480082870E0
3.055776114E1,3.777632236E0,1.309961915E0,1.579803705E0
3.056331614E1,3.924388170E0,1.919892907E0,1.641804695E0
3.056887114E1,4.010975838E0,2.560518980E0,1.664100647E0
3.057442614E1,4.009448528E0,3.144794464E0,1.653716207E0
3.057998114E1,3.904535770E0,3.590101957E0,1.635085344E0
3.058553614E1,3.708453655E0,3.842381954E0,1.615843654E0
3.059109114E1,3.439680815E0,3.891707897E0,1.604237556E0
3.059664614E1,3.103562117E0,3.743272066E0,1.581789017E0
3.060220114E1,2.708496809E0,3.413567305E0,1.534295559E0
3.060775614E1,2.285179615E0,2.961081982E0,1.503600478E0
3.061331114E1,1.852241635E0,2.429797649E0,1.485580564E0
3.061886614E1,1.429535270E0,1.898207903E0,1.450914979E0
3.062442114E1,1.054933190E0,1.473821759E0,1.389677525E0
3.062997614E1,7.069029808E-1,1.137550354E0,1.299883008E0
3.063553114E1,3.649812341E-1,8.846595287E-1,1.203674555E0
3.064108614E1,8.796200156E-2,8.351809382E-1,1.133732557E0
3.064664114E1,-5.008947477E-2,1.075396657E0,1.134496093E0
3.065219614E1,2.412846684E-2,1.583774209E0,1.226428628E0
3.065775114E1,2.055501044E-1,2.102536201E0,1.372879267E0
3.066330614E1,4.410317242E-1,2.574568510E0,1.561172843E0
3.066886114E1,7.029324770E-1,2.978949308E0,1.783368587E0
3.067441614E1,9.544488192E-1,3.166479588E0,2.009229422E0
3.067997114E1,1.178018928E0,3.030107737E0,2.206685781E0
3.068552614E1,1.369519591E0,2.616564274E0,2.364437103E0
3.069108114E1,1.500088215E0,2.002204657E0,2.472862482E0
3.069663614E1,1.535670042E0,1.304158926E0,2.520813942E0
3.070219114E1,1.486038685E0,5.525113344E-1,2.510124207E0
3.070774614E1,1.394106150E0,-1.849340051E-1,2.451941013E0
3.071330114E1,1.293927193E0,-7.658497691E-1,2.367338657E0
3.071885614E1,1.206423283E0,-1.178935170E0,2.269144773E0
3.072441114E1,1.117392302E0,-1.451678514E0,2.163620949E0
3.072996614E1,1.014159203E0,-1.612789512E0,2.047712803E0
3.073552114E1,9.040539265E-1,-1.679066420E0,1.926459551E0
3.074107614E1,8.025006056E-1,-1.630504012E0,1.820324779E0
3.074663114E1,7.105680704E-1,-1.501462579E0,1.737402320E0
3.075218614E1,6.386408210E-1,-1.315765023E0,1.675401330E0
3.075774114E1,5.949652195E-1,-1.098914266E0,1.629587770E0
3.076329614E1,5.775560737E-1,-8.719844818E-1,1.592936993E0
3.076885114E1,5.764871240E-1,-6.549809575E-1,1.570946455E0
3.077440614E1,5.998520255E-1,-4.819584787E-1,1.553689957E0
3.077996114E1,6.433748603E-1,-3.877353072E-1,1.545443535E0
3.078551614E1,7.050704360E-1,-3.698680103E-1,1.541320324E0
3.079107114E1,7.708892226E-1,-4.165978432E-1,1.533837438E0
3.079662614E1,8.218950033E-1,-5.082249045E-1,1.523147583E0
3.080218114E1,8.684720993E-1,-5.809157491E-1,1.516581059E0
3.080773614E1,9.058864713E-1,-6.223006248E-1,1.521009684E0
3.081329114E1,9.292513728E-1,-6.372663975E-1,1.517497301E0
3.081884614E1,9.460496902E-1,-6.270347238E-1,1.496575832E0
3.082440114E1,9.555178285E-1,-5.848862529E-1,1.456565261E0
3.082995614E1,9.443698525E-1,-5.335750580E-1,1.409682751E0
3.083551114E1,9.123004079E-1,-4.938700199E-1,1.367381573E0
3.084106614E1,8.628217578E-1,-4.688252807E-1,1.331952453E0
3.084662114E1,8.061656952E-1,-4.498890042E-1,1.313474298E0
3.085217614E1,7.495095730E-1,-4.498890042E-1,1.309198380E0
3.085773114E1,7.004891038E-1,-4.622586668E-1,1.294232607E0
3.086328614E1,6.368082762E-1,-5.018110275E-1,1.279266834E0
3.086884114E1,5.462501645E-1,-5.425850749E-1,1.262621284E0
3.087439614E1,4.338542521E-1,-5.363239050E-1,1.235133171E0
3.087995114E1,3.074088693E-1,-4.743228853E-1,1.186265349E0
3.088550614E1,1.565296054E-1,-4.291202128E-1,1.110520363E0
3.089106114E1,-1.664558798E-2,-4.614951015E-1,1.019656777E0
3.089661614E1,-1.577513069E-1,-4.821111858E-1,8.855758309E-1
3.090217114E1,-2.803788781E-1,-5.083776116E-1,7.307260633E-1
3.090772614E1,-3.982724249E-1,-5.606050491E-1,5.845808387E-1
3.091328114E1,-4.940227270E-1,-5.557183027E-1,4.308000207E-1
3.091883614E1,-5.618267655E-1,-4.253024161E-1,2.660239935E-1
3.092439114E1,-6.180247068E-1,-1.798945218E-1,8.964183182E-2
3.092994614E1,-6.798729897E-1,1.603474021E-1,-1.177408099E-1
3.093550114E1,-7.635591030E-1,5.851916671E-1,-3.588727713E-1
3.094105614E1,-8.791618943E-1,1.057223916E0,-6.273401380E-1
3.094661114E1,-1.012173891E0,1.526049137E0,-9.191724062E-1
3.095216614E1,-1.113269091E0,1.958070874E0,-1.218793035E0
3.095772114E1,-1.175117373E0,2.332825661E0,-1.506196618E0
3.096327614E1,-1.213753462E0,2.637943983E0,-1.741830945E0
3.096883114E1,-1.255749226E0,2.889002085E0,-1.896833420E0
3.097438614E1,-1.319430113E0,3.127232552E0,-1.963568568E0
3.097994114E1,-1.378834963E0,3.409749508E0,-1.999303102E0
3.098549614E1,-1.371657491E0,3.739148855E0,-2.067718029E0
3.099105114E1,-1.285986185E0,3.933398247E0,-2.143157721E0
3.099660614E1,-1.169925213E0,3.860249281E0,-2.197675705E0
3.100216114E1,-1.130678296E0,3.577885151E0,-2.206838369E0
3.100771614E1,-1.133427143E0,3.271239758E0,-2.204547644E0
3.101327114E1,-1.084253907E0,2.970855713E0,-2.214321375E0
3.101882614E1,-9.972081780E-1,2.651382446E0,-2.260745764E0
3.102438114E1,-9.604045749E-1,2.264716148E0,-2.349776745E0
3.102993614E1,-1.013548255E0,1.857128382E0,-2.422925711E0
3.103549114E1,-1.027292371E0,1.703500271E0,-2.406127453E0
3.104104614E1,-9.171871543E-1,1.853157878E0,-2.303810358E0
3.104660114E1,-7.556180358E-1,2.065579891E0,-2.190803766E0
3.105215614E1,-6.314633489E-1,2.106506824E0,-2.126664639E0
3.105771114E1,-5.523586273E-1,2.006022453E0,-2.113226175E0
3.106326614E1,-4.805840850E-1,1.880187869E0,-2.126817465E0
3.106882114E1,-3.947600424E-1,1.808565974E0,-2.145142794E0
3.107437614E1,-3.011476994E-1,1.798487067E0,-2.159650564E0
3.107993114E1,-2.270824611E-1,1.791462302E0,-2.179502964E0
3.108548614E1,-1.882936656E-1,1.730377555E0,-2.215848446E0
3.109104114E1,-1.933331639E-1,1.588050127E0,-2.270672083E0
3.109659614E1,-2.267770469E-1,1.356997132E0,-2.346569777E0
3.110215114E1,-2.780882120E-1,1.073105931E0,-2.425369024E0
3.110770614E1,-3.229855001E-1,7.873821259E-1,-2.492562294E0
3.111326114E1,-3.472666740E-1,5.218162537E-1,-2.537459612E0
3.111881614E1,-3.449759781E-1,2.767138183E-1,-2.559755325E0
3.112437114E1,-3.173351586E-1,4.596625641E-2,-2.565863848E0
3.112992614E1,-2.660239935E-1,-1.737860441E-1,-2.568001986E0
3.113548114E1,-2.002051920E-1,-4.092676640E-1,-2.567085505E0
3.114103614E1,-1.298050433E-1,-6.814001203E-1,-2.557770252E0
3.114659114E1,-5.726693198E-2,-9.646805525E-1,-2.538070440E0
3.115214614E1,4.886778072E-3,-1.255596519E0,-2.518370628E0
3.115770114E1,5.680879578E-2,-1.552010179E0,-2.498823404E0
3.116325614E1,9.086353332E-2,-1.847660303E0,-2.475153208E0
3.116881114E1,1.041494608E-1,-2.124221325E0,-2.449039459E0
3.117436614E1,9.743013978E-2,-2.367949486E0,-2.424758196E0
3.117992114E1,6.536065787E-2,-2.578997135E0,-2.395895720E0
3.118547614E1,8.093725890E-3,-2.753852129E0,-2.341072083E0
3.119103114E1,-6.933116168E-2,-2.896943092E0,-2.256775141E0
3.119658614E1,-1.637070626E-1,-3.016974688E0,-2.153847456E0
3.120214114E1,-2.673983872E-1,-3.112419605E0,-2.054126501E0
3.120769614E1,-3.759764731E-1,-3.167548418E0,-1.961583257E0
3.121325114E1,-4.876088202E-1,-3.162050724E0,-1.885838151E0
3.121880614E1,-5.958815217E-1,-3.107532740E0,-1.815132618E0
3.122436114E1,-6.965186000E-1,-3.011476994E0,-1.747786760E0
3.122991614E1,-7.879929543E-1,-2.886558771E0,-1.676012158E0
