Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
10.66530614,1.094118118,-9.034101486,-2.894119024
10.67086114,1.342971683,-9.095118523,-2.356930256
10.67641614,1.419542074,-9.247062683,-1.35912323
10.68197114,1.137787223,-9.637691498,1.092323542
10.68752614,-0.0466600433,-10.5858469,7.042675018
10.69308114,-1.966900229,-11.46580791,10.43928719
10.69863614,-3.198605776,-11.82532978,8.77089119
10.70419114,-3.696312666,-11.97308636,5.78584528
10.70974614,-3.716053486,-12.22134209,2.770888567
10.71530114,-3.672384501,-12.61735344,0.4737788737
10.72085614,-3.876971006,-13.07857037,-0.9750752449
10.72641114,-4.415356159,-13.52064419,-1.601994753
10.73196614,-5.157131195,-14.01416397,-1.725823283
10.73752114,-5.981458187,-14.49571991,-1.52542448
10.74307614,-6.484549522,-15.23749447,-1.524227977
10.74863114,-6.765107632,-15.89492226,-1.611566067
10.75418614,-6.841079712,-16.54098511,-1.828714728
10.75974114,-6.777071953,-17.01416588,-2.210968018
10.76529614,-6.733402729,-17.25344849,-2.586043119
10.77085114,-6.829115868,-17.31566048,-2.924627542
10.77640614,-7.161718369,-17.26361656,-3.18006134
10.78196114,-7.530212879,-17.15175247,-3.204587698
10.78751614,-7.402196884,-16.96571159,-2.880360365
10.79307114,-6.488138676,-16.71326828,-2.277967215
10.79862614,-5.364109993,-16.55952835,-1.558325768
10.80418114,-4.461417675,-16.59781456,-0.7950153351
10.80973614,-3.55992198,-16.79821396,0.07716853172
10.81529114,-2.748754978,-16.9292202,1.051047325
10.82084614,-2.005185366,-16.85623932,1.994417667
10.82640114,-1.069591761,-16.64566994,2.897708178
10.83195614,-0.4384847581,-16.30230141,3.561716557
10.83751114,0.02213360928,-15.96132374,3.854837179
10.84306614,0.4115654826,-15.70648766,3.878765583
10.84862114,0.6897311211,-15.54078484,3.617349625
10.85417614,0.5258227587,-15.35773373,3.086741209
10.85973114,-0.1226321608,-15.04786301,2.571087837
10.86528614,-0.6311069727,-14.73500156,2.166102648
10.87084114,-0.6346961856,-14.44427395,1.744965911
10.87639614,0.003589233849,-14.24148178,1.297508121
10.88195114,0.641874671,-13.99920845,0.7142575383
10.88750614,1.220339537,-13.73719501,0.2177468538
10.89306114,1.424327731,-13.44527054,-0.2727817893
10.89861614,1.310668588,-13.26221943,-0.679561615
10.90417114,1.060020447,-13.14138222,-1.021735311
10.90972614,0.912861824,-13.00858021,-1.292722464
10.91528114,0.8195417523,-12.86381435,-1.597209096
10.92083614,0.6825526357,-12.55454254,-1.921436548
10.92639114,0.5030909777,-12.23988628,-2.168495417
10.93194614,0.4097708762,-11.9718895,-2.283949137
10.93750114,0.2530409992,-11.6021986,-2.380260229
10.94305614,0.1489532143,-11.31924725,-2.485544443
10.94861114,0.1597209126,-11.26840019,-2.739781857
10.95416614,-0.05383851007,-11.05962658,-3.416950703
10.95972114,-0.5294120312,-10.65942669,-5.763113499
10.96527614,-2.183450699,-10.26042366,-9.790233612
10.97083114,-3.795614958,-9.887741089,-11.67398357
10.97638614,-4.666004181,-9.586245537,-12.85065365
10.98194114,-5.151747227,-9.206983566,-13.37528038
10.98749614,-4.78385067,-8.8977108,-13.41835117
10.99305114,-4.29691124,-8.778069496,-12.79202938
10.99860614,-3.40498662,-8.961120605,-10.60199928
11.00416114,-2.57766819,-9.009575844,-7.646862984
11.00971614,-2.517847538,-8.803194046,-4.993820667
11.01527114,-3.022733212,-8.688937187,-1.792224169
11.02082614,-3.43609333,-8.334799767,2.120040894
11.02638114,-3.482753277,-7.715656757,4.356133461
11.03193614,-3.060420275,-7.175477028,3.774677753
11.03749114,-2.474178553,-6.917650223,3.09272337
11.04304614,-1.68275249,-6.652047157,3.124428272
11.04860114,-0.2578266263,-6.455835342,4.234697819
11.05415614,1.359721422,-6.285346985,5.915057659
11.05971114,2.700300455,-6.301498413,6.917052269
11.06526614,2.725425005,-6.297310829,6.584449768
11.07082114,2.809173822,-6.430112839,5.533402443
11.07637614,2.998206854,-6.462415695,4.241876125
11.08193114,3.098705292,-6.358327866,3.067598581
11.08748614,2.503490686,-6.129813194,2.052443504
11.09304114,2.112264156,-5.935994625,1.458425403
11.09859614,1.925624013,-5.769693375,0.9577272534
11.10415114,1.327418327,-5.556134224,0.1322034448
11.10970614,1.396211982,-5.21994257,-0.3876372576
11.11526114,0.8518448472,-4.896911621,-0.9349954724
11.12081614,0.7507480979,-4.486542225,-1.231705427
11.12637114,0.7633104324,-4.098905087,-1.265803218
11.13192614,0.5401797295,-3.78484726,-1.13120687
11.13748114,0.4612165689,-3.653241873,-0.7651050687
